name,pop_2008,pop_2018,bagrut_2018,academic_2018,academic_2008,bagrut_2008,shnot_limud_16_plus_2008,shnot_limud_16_plus_2018,year_median_imcome_2018,year_median_imcome_2008,mounth_median_imcome_2008,mounth_median_imcome_2018,groth_rate,bagrut_groth_rate,academic_groth_rate,income_groth_rate,shiur_bagrut_2008,shiur_bagrut_2018,shiur_academic_2008,shiur_academic_2018,pop_groth_rate,e_s_normal_grouth
כרמיאל 21,2919,2612,1205,539,484,1203,1888,1725,78200,53000,4900,6900,-.10517300445358,.00166251039068999,.113636363636364,.408163265306122,41.2127440904419,46.1332312404288,16.5810208975677,20.635528330781,-10.517300445358,1
כרמיאל 14,3925,3675,1811,784,779,2016,2686,2365,74700,54600,5000,6600,-.0636942675159236,-.101686507936508,.00641848523748401,.32,51.3630573248408,49.2789115646259,19.8471337579618,21.3333333333333,-6.36942675159236,1
כרמיאל 13,4176,3866,1797,797,783,2053,2841,2428,74100,53000,4700,6700,-.0742337164750958,-.12469556746225,.0178799489144317,.425531914893617,49.161877394636,46.4821520951888,18.75,20.615623383342,-7.42337164750958,1
כרמיאל 12,3348,3985,1654,668,600,1588,2112,2344,56200,43300,4300,5600,.19026284348865,.0415617128463477,.113333333333333,.302325581395349,47.4313022700119,41.5056461731493,17.921146953405,16.762860727729,19.026284348865,1
כרמי צור,669,1021, , , , , , , , , , ,.526158445440957, , , , , , , ,52.6158445440957,0
כרמי יוסף,1669,1731, , , , , , , , , , ,.037147992810066, , , , , , , ,3.7147992810066,0
כרם שלום,76,156, , , , , , , , , , ,1.05263157894737, , , , , , , ,105.263157894737,0
"כרם מהר""ל",479,757, , , , , , , , , , ,.580375782881002, , , , , , , ,58.0375782881002,0
כרם יבנה (ישיבה),600,496, , , , , , , , , , ,-.173333333333333, , , , , , , ,-17.3333333333333,0
כרם בן שמן,67,87, , , , , , , , , , ,.298507462686567, , , , , , , ,29.8507462686567,0
כרם בן זמרה,380,492, , , , , , , , , , ,.294736842105263, , , , , , , ,29.4736842105263,0
כרכום,589,527, , , , , , , , , , ,-.105263157894737, , , , , , , ,-10.5263157894737,0
כפר תפוח,875,1239, , , , , , , , , , ,.416, , , , , , , ,41.6,0
כפר תבור,2539,4262,2153,1247,656,1153,1332,2238,108100,85100,7800,9700,.678613627412367,.867302688638335,.900914634146341,.243589743589744,45.4115793619535,50.5161895823557,25.8369436786136,29.2585640544345,67.8613627412367,0
כפר שמריהו,1690,1891, , , , , , , , , , ,.118934911242603, , , , , , , ,11.8934911242603,0
כפר שמואל,794,932, , , , , , , , , , ,.173803526448363, , , , , , , ,17.3803526448363,0
כפר שמאי,328,531, , , , , , , , , , ,.61890243902439, , , , , , , ,61.890243902439,0
כפר רות,206,252, , , , , , , , , , ,.223300970873786, , , , , , , ,22.3300970873786,0
כפר רופין,403,494, , , , , , , , , , ,.225806451612903, , , , , , , ,22.5806451612903,0
כפר רוזנואלד (זרעית),239,261, , , , , , , , , , ,.0920502092050208, , , , , , , ,9.20502092050208,0
כפר ראש הנקרה,999,1365, , , , , , , , , , ,.366366366366366, , , , , , , ,36.6366366366366,0
כפר קרע,14992,18675,4960,2212,1129,2748,7690,11041,67700,48100,4500,6200,.245664354322305,.804949053857351,.95925597874225,.377777777777778,18.3297758804696,26.5595716198126,7.53068303094984,11.8447121820616,24.5664354322305,1
כפר קיש,326,592, , , , , , , , , , ,.815950920245399, , , , , , , ,81.5950920245399,0
כפר קאסם,18357,23241,5100,1722,724,2591,8791,13027,61200,42400,4200,5700,.266056545187122,.968351987649556,1.37845303867403,.357142857142857,14.1145067276788,21.9439783141861,3.94399956419894,7.40931973667226,26.6056545187122,0
כפר פינס,824,1019, , , , , , , , , , ,.236650485436893, , , , , , , ,23.6650485436893,0
כפר עציון,858,1152, , , , , , , , , , ,.342657342657343, , , , , , , ,34.2657342657343,0
כפר עזה,681,703, , , , , , , , , , ,.0323054331864905, , , , , , , ,3.23054331864905,0
כפר עבודה,322,238, , , , , , , , , , ,-.260869565217391, , , , , , , ,-26.0869565217391,0
כפר סירקין,1129,1494, , , , , , , , , , ,.323294951284322, , , , , , , ,32.3294951284322,0
כפר סילבר,297,274, , , , , , , , , , ,-.0774410774410774, , , , , , , ,-7.74410774410774,0
כפר סבא 56,2949,3463,1961,1113,716,1318,1587,2047,90100,66500,6100,7900,.174296371651407,.487860394537178,.554469273743017,.295081967213115,44.6931163106138,56.6272018481086,24.2794167514412,32.1397632110886,17.4296371651407,1
כפר סבא 55,2880,3235,1589,953,669,1272,1620,1809,92600,66200,6100,8300,.123263888888889,.249213836477987,.424514200298954,.360655737704918,44.1666666666667,49.1190108191654,23.2291666666667,29.4590417310665,12.3263888888889,1
כפר סבא 54,3432,3349,1455,806,727,1369,2036,2032,90400,67100,6000,8100,-.0241841491841492,.0628195763330899,.108665749656121,.35,39.8892773892774,43.4458047178262,21.1829836829837,24.0668856375037,-2.41841491841492,1
כפר סבא 53,3611,3301,1723,1078,995,1731,2162,2021,95400,71700,6600,8700,-.0858487953475492,-.00462160600808781,.0834170854271357,.318181818181818,47.9368595956799,52.1963041502575,27.5546939905843,32.6567706755529,-8.58487953475492,1
כפר סבא 52,3216,3154,1591,924,801,1568,2011,2001,89500,68700,6200,7900,-.0192786069651741,.0146683673469388,.153558052434457,.274193548387097,48.7562189054726,50.4438807863031,24.9067164179104,29.2961318960051,-1.92786069651741,1
כפר סבא 51,4619,4601,2232,1234,1089,2106,2781,2823,94200,70000,6500,8300,-.00389694739121027,.0598290598290598,.133149678604224,.276923076923077,45.5942844771596,48.5111932188655,23.5765317168218,26.8202564659857,-.389694739121027,1
כפר סבא 45,2250,2748,1300,759,532,932,1318,1560,103300,80100,7100,9100,.221333333333333,.394849785407725,.426691729323308,.28169014084507,41.4222222222222,47.3071324599709,23.6444444444444,27.6200873362445,22.1333333333333,1
כפר סבא 44,5492,4986,1971,1131,995,1972,2918,2850,86400,61100,5500,7800,-.0921340131099782,-.000507099391480748,.136683417085427,.418181818181818,35.9067734887109,39.5306859205776,18.1172614712309,22.6835138387485,-9.21340131099782,1
כפר סבא 43,3060,2728,1413,850,852,1529,1903,1684,105000,76600,6700,9300,-.108496732026144,-.0758665794637018,-.00234741784037562,.388059701492537,49.9673202614379,51.7961876832845,27.843137254902,31.158357771261,-10.8496732026144,1
כפר סבא 42,2177,2311,1242,747,621,1158,1399,1341,104200,77700,7000,9400,.0615525953146532,.072538860103627,.202898550724638,.342857142857143,53.1924666972899,53.7429684119429,28.5254937988057,32.323669407183,6.15525953146532,1
כפר סבא 41,3498,3531,1819,1063,857,1654,2108,2101,102200,73600,6700,9100,.00943396226415105,.0997581620314389,.240373395565928,.358208955223881,47.284162378502,51.5151515151515,24.4997141223556,30.1047861795525,.943396226415105,1
כפר סבא 37,3490,3271,1672,1004,886,1635,2130,1982,102200,73400,6800,9200,-.0627507163323783,.0226299694189602,.133182844243792,.352941176470588,46.8481375358166,51.1158667074289,25.3868194842407,30.6939773769489,-6.27507163323783,1
כפר סבא 36,3165,3355,1625,944,744,1511,2018,2043,99800,67300,6100,8800,.0600315955766193,.0754467240238252,.268817204301075,.442622950819672,47.740916271722,48.4351713859911,23.5071090047393,28.1371087928465,6.00315955766193,1
כפר סבא 35,1927,2105,996,573, , , ,1239,88000, , ,8100,.0923715620134924, , , , ,47.3159144893112, ,27.2209026128266,9.23715620134924,0
כפר סבא 34,3576,3602,1878,1156,1035,1784,2083,2013,110600,85800,7900,10100,.00727069351230436,.0526905829596414,.116908212560386,.278481012658228,49.8881431767338,52.1377012770683,28.9429530201342,32.0932815102721,.727069351230436,1
כפר סבא 33,2427,2557,1293,777,643,1159,1519,1566,101000,69500,6700,8900,.0535640708693861,.115616911130285,.208398133748056,.328358208955224,47.7544293366296,50.5670707860774,26.4936135146271,30.3871724677356,5.35640708693861,1
כפר סבא 32,2805,2626,1313,787,694,1240,1694,1593,92800,69400,6500,8500,-.0638146167557933,.0588709677419355,.134005763688761,.307692307692308,44.2067736185383,50,24.7415329768271,29.96953541508,-6.38146167557933,1
כפר סבא 31,3043,2752,1455,887,775,1456,1763,1631,100300,77600,7100,9100,-.0956293131777851,-.000686813186813184,.144516129032258,.28169014084507,47.8475188958265,52.8706395348837,25.4682878738087,32.2311046511628,-9.56293131777851,1
כפר סבא 22,5425,12768,6094,4121,1259,2215,2749,5975,140500,80300,7600,12800,1.35354838709677,1.75124153498871,2.27323272438443,.684210526315789,40.8294930875576,47.7286967418546,23.2073732718894,32.2760025062657,135.354838709677,0
כפר סבא 21,3094,10638,4147,2854,263,696,1991,4996,124100,56700,5200,11300,2.4382676147382,4.95833333333333,9.85171102661597,1.17307692307692,22.4951519069166,38.9828915209626,8.50032320620556,26.8283511938334,243.82676147382,0
כפר סבא 16,1737,1688, , , , , , , , , , ,-.028209556706966, , , , , , , ,-2.8209556706966,0
כפר סבא 15,2187,4475,1937,1284,563,904,1041,2003,137600,100700,9300,12300,1.04618198445359,1.14269911504425,1.28063943161634,.32258064516129,41.3351623228166,43.2849162011173,25.7430269775949,28.6927374301676,104.618198445359,0
כפר סבא 13,4348,5292,2419,1469,1090,1819,2222,2581,113700,92600,8100,10000,.217111315547378,.329851566794942,.347706422018349,.234567901234568,41.8353265869365,45.7105064247921,25.0689972401104,27.7588813303099,21.7111315547378,1
כפר סבא 12,5099,4929,1706,757,624,1524,3045,3186,77900,55400,5000,7000,-.0333398705628555,.119422572178478,.213141025641026,.4,29.8882133751716,34.6114830594441,12.2376936654246,15.3580848042199,-3.33398705628555,1
כפר סבא 11,3352,3288,1142,545,397,923,2067,2192,83000,58400,5300,7400,-.0190930787589498,.23726977248104,.3727959697733,.39622641509434,27.535799522673,34.7323600973236,11.8436754176611,16.5754257907543,-1.90930787589498,1
כפר סאלד,520,632, , , , , , , , , , ,.215384615384615, , , , , , , ,21.5384615384615,0
כפר נטר,938,1223, , , , , , , , , , ,.303837953091684, , , , , , , ,30.3837953091684,0
כפר מרדכי,469,644, , , , , , , , , , ,.373134328358209, , , , , , , ,37.3134328358209,0
כפר מצר,2355,2714,611,209,118,373,1154,1557,65600,47600,4600,6100,.15244161358811,.638069705093834,.771186440677966,.326086956521739,15.8386411889597,22.5128960943257,5.01061571125265,7.70081061164333,15.244161358811,1
כפר מסריק,693,830, , , , , , , , , , ,.197691197691198, , , , , , , ,19.7691197691198,0
כפר מנחם,812,1365, , , , , , , , , , ,.681034482758621, , , , , , , ,68.1034482758621,0
כפר מנדא,15751,19843,3591,1160,555,1590,7421,11251,48000,34000,3900,4900,.259793029014031,1.25849056603774,1.09009009009009,.256410256410256,10.0945971684338,18.0970619361992,3.52358580407593,5.84589023837121,25.9793029014031,0
"כפר מל""ל",348,328, , , , , , , , , , ,-.0574712643678161, , , , , , , ,-5.74712643678161,0
כפר מימון,273,340, , , , , , , , , , ,.245421245421245, , , , , , , ,24.5421245421245,0
כפר מונש,923,957, , , , , , , , , , ,.0368364030335862, , , , , , , ,3.68364030335862,0
כפר כנא,18340,22399,4880,1654,848,2455,9085,12978,52200,37200,3900,5100,.221319520174482,.987780040733198,.950471698113208,.307692307692308,13.3860414394766,21.7866869056654,4.62377317339149,7.38425822581365,22.1319520174482,1
כפר כמא,2900,3332,1064,466,187,557,1655,2205,83100,56300,5100,7400,.148965517241379,.910233393177738,1.49197860962567,.450980392156863,19.2068965517241,31.9327731092437,6.44827586206897,13.9855942376951,14.8965517241379,1
כפר יעבץ,561,644, , , , , , , , , , ,.14795008912656, , , , , , , ,14.795008912656,0
כפר יחזקאל,825,1176, , , , , , , , , , ,.425454545454546, , , , , , , ,42.5454545454546,0
כפר יונה 3,6574,8732,3478,1747,1096,2164,3514,4968,95300,75800,6800,8600,.328262853665957,.60720887245841,.593978102189781,.264705882352941,32.9175540006085,39.8305084745763,16.671737146334,20.0068712780577,32.8262853665957,0
כפר יונה 2,3628,6044,2278,1146,470,1132,2246,3590,95300,61100,5600,8500,.66593164277839,1.01236749116608,1.43829787234043,.517857142857143,31.2017640573319,37.6902713434811,12.954796030871,18.9609530112508,66.593164277839,0
כפר יונה 1,6252,8284,2762,1415,924,1910,3629,4621,93600,62700,5800,8300,.325015994881638,.446073298429319,.531385281385281,.431034482758621,30.5502239283429,33.3413809753742,14.7792706333973,17.0811202317721,32.5015994881638,0
כפר יהושע,857,1221, , , , , , , , , , ,.424737456242707, , , , , , , ,42.4737456242707,0
כפר ידידיה,637,744, , , , , , , , , , ,.167974882260597, , , , , , , ,16.7974882260597,0
כפר יאסיף,8629,10028,3159,1421,839,1947,4843,6294,64100,43700,4100,6000,.162127708888631,.622496147919877,.693682955899881,.463414634146341,22.5634488353227,31.5017949740726,9.7230270019701,14.1703230953331,16.2127708888631,1
כפר טרומן,698,901, , , , , , , , , , ,.290830945558739, , , , , , , ,29.0830945558739,0
כפר חרוב,311,421, , , , , , , , , , ,.353697749196141, , , , , , , ,35.3697749196142,0
כפר חסידים ב',192,336, , , , , , , , , , ,.75, , , , , , , ,75,0
כפר חסידים א',430,833, , , , , , , , , , ,.937209302325581, , , , , , , ,93.7209302325581,0
כפר חנניה,469,733, , , , , , , , , , ,.562899786780384, , , , , , , ,56.2899786780384,0
כפר חיים,598,619, , , , , , , , , , ,.0351170568561874, , , , , , , ,3.51170568561874,0
כפר חיטים,500,620, , , , , , , , , , ,.24, , , , , , , ,24,0
כפר חושן,576,787, , , , , , , , , , ,.366319444444444, , , , , , , ,36.6319444444444,0
"כפר חב""ד",4718,6421,1673,742,180,1049,2043,3038,74600,46900,4500,6800,.360958033064858,.594852240228789,3.12222222222222,.511111111111111,22.2339974565494,26.0551315994393,3.81517592200085,11.5558324248559,36.0958033064858,0
כפר זיתים,467,778, , , , , , , , , , ,.665952890792291, , , , , , , ,66.5952890792291,0
כפר ורדים,5481,5579,3224,1859,1572,2690,2881,3140,108800,100900,9500,9800,.0178799489144317,.198513011152416,.182569974554707,.0315789473684212,49.0786352855318,57.7881340742068,28.6808976464149,33.3213837605306,1.78799489144317,1
כפר ורבורג,894,1142, , , , , , , , , , ,.277404921700224, , , , , , , ,27.7404921700224,0
כפר ויתקין,1845,2013,1055,635, , , ,1062,108100, , ,9900,.0910569105691057, , , , ,52.4093392945852, ,31.544957774466,9.10569105691057,0
"כפר הרי""ף",693,837, , , , , , , , , , ,.207792207792208, , , , , , , ,20.7792207792208,0
"כפר הרא""ה",1209,1439, , , , , , , , , , ,.190239867659223, , , , , , , ,19.0239867659223,0
כפר הס,1423,1578, , , , , , , , , , ,.108924806746311, , , , , , , ,10.8924806746311,0
כפר הנשיא,778,864, , , , , , , , , , ,.110539845758355, , , , , , , ,11.0539845758355,0
כפר הנוער הדתי,377,222, , , , , , , , , , ,-.411140583554377, , , , , , , ,-41.1140583554377,0
כפר הנגיד,1192,1232, , , , , , , , , , ,.0335570469798658, , , , , , , ,3.35570469798658,0
כפר המכבי,300,372, , , , , , , , , , ,.24, , , , , , , ,24,0
כפר החורש,537,695, , , , , , , , , , ,.294227188081937, , , , , , , ,29.4227188081937,0
כפר האורנים,2339,2663,1394,796,660,921,833,1191,122600,124000,11700,10700,.13852073535699,.51357220412595,.206060606060606,-.0854700854700855,39.3758016246259,52.3469770935036,28.2171868319795,29.8911002628614,13.852073535699,1
כפר דניאל,442,714, , , , , , , , , , ,.615384615384615, , , , , , , ,61.5384615384615,0
כפר גלעדי,663,675, , , , , , , , , , ,.0180995475113122, , , , , , , ,1.80995475113122,0
כפר גליקסון,251,323, , , , , , , , , , ,.286852589641434, , , , , , , ,28.6852589641434,0
כפר גלים,310,378, , , , , , , , , , ,.219354838709677, , , , , , , ,21.9354838709677,0
כפר גדעון,253,349, , , , , , , , , , ,.379446640316206, , , , , , , ,37.9446640316206,0
כפר ברוך,343,580, , , , , , , , , , ,.690962099125364, , , , , , , ,69.0962099125364,0
כפר ברא,2784,3594,859,324,152,405,1177,1905,61600,47200,4200,5700,.290948275862069,1.12098765432099,1.13157894736842,.357142857142857,14.5474137931034,23.9009460211464,5.45977011494253,9.01502504173623,29.0948275862069,0
כפר בן נון,525,736, , , , , , , , , , ,.401904761904762, , , , , , , ,40.1904761904762,0
כפר בלום,429,772, , , , , , , , , , ,.799533799533799, , , , , , , ,79.9533799533799,0
"כפר ביל""ו",1220,1261, , , , , , , , , , ,.0336065573770492, , , , , , , ,3.36065573770492,0
כפר ביאליק,744,844, , , , , , , , , , ,.134408602150538, , , , , , , ,13.4408602150538,0
כפר אחים,576,868, , , , , , , , , , ,.506944444444444, , , , , , , ,50.6944444444444,0
כפר אוריה,531,925, , , , , , , , , , ,.741996233521657, , , , , , , ,74.1996233521657,0
כפר אדומים,2887,4513,1999,1215,645,1105,1154,1735,94500,76600,7000,8600,.563214409421545,.809049773755656,.883720930232558,.228571428571429,38.2750259785244,44.2942610237093,22.3415310010391,26.9222246842455,56.3214409421545,0
כפר אביב,694,805, , , , , , , , , , ,.159942363112392, , , , , , , ,15.9942363112392,0
כעביה-טבאש-חג'אג'רה,4276,5409,1135,346,155,494,2124,3034,63500,42600,4100,6000,.264967259120674,1.29757085020243,1.23225806451613,.463414634146341,11.5528531337699,20.9835459419486,3.62488306828812,6.39674616380107,26.4967259120674,0
כסרא-סמיע,7203,8648,2235,604,331,1071,3385,5049,76900,54900,5200,7100,.200610856587533,1.08683473389356,.824773413897281,.365384615384615,14.868804664723,25.8441258094357,4.59530751075941,6.98427382053654,20.0610856587533,1
כסלון,370,428, , , , , , , , , , ,.156756756756757, , , , , , , ,15.6756756756757,0
כסיפה,16209,21080,3259,1138,377,1440,5807,8944,59700,42500,4400,5800,.300512061200568,1.26319444444444,2.01856763925729,.318181818181818,8.88395335924486,15.4601518026565,2.32586834474675,5.39848197343454,30.0512061200568,0
כנרת (קבוצה),634,687, , , , , , , , , , ,.0835962145110409, , , , , , , ,8.35962145110409,0
כנרת (מושבה),569,688, , , , , , , , , , ,.209138840070299, , , , , , , ,20.9138840070299,0
כנף,323,462, , , , , , , , , , ,.430340557275542, , , , , , , ,43.0340557275542,0
כנות,274,439, , , , , , , , , , ,.602189781021898, , , , , , , ,60.2189781021898,0
כמון,1195,1384, , , , , , , , , , ,.1581589958159, , , , , , , ,15.81589958159,0
כמהין,126,183, , , , , , , , , , ,.452380952380952, , , , , , , ,45.2380952380952,0
כמאנה,1245,1495, , , , , , , , , , ,.200803212851406, , , , , , , ,20.0803212851406,0
כלנית,182,225, , , , , , , , , , ,.236263736263736, , , , , , , ,23.6263736263736,0
כליל,364,705, , , , , , , , , , ,.936813186813187, , , , , , , ,93.6813186813187,0
כישור,146,184, , , , , , , , , , ,.26027397260274, , , , , , , ,26.027397260274,0
כיסופים,173,237, , , , , , , , , , ,.369942196531792, , , , , , , ,36.9942196531792,0
כחל,281,425, , , , , , , , , , ,.512455516014235, , , , , , , ,51.2455516014235,0
כורזים,383,343, , , , , , , , , , ,-.10443864229765, , , , , , , ,-10.443864229765,0
כוכב מיכאל,702,1053, , , , , , , , , , ,.5, , , , , , , ,50,0
כוכב יעקב,5557,8194, , , , , , , , , , ,.474536620478676, , , , , , , ,47.4536620478676,0
כוכב יאיר 4,3108,2998,1778,944,792,1342,1471,1761,105300,90000,7900,9600,-.0353925353925354,.324888226527571,.191919191919192,.215189873417722,43.1788931788932,59.3062041360907,25.4826254826255,31.4876584389593,-3.53925353925354,1
כוכב יאיר 3,2173,2171,1250,696,549,887,944,1185,111000,97100,8700,10300,-.000920386562356157,.40924464487035,.26775956284153,.183908045977011,40.819144040497,57.5771533855366,25.2646111366774,32.0589590050668,-.0920386562356157,1
כוכב יאיר 2,1636,1391, , , , , , , , , , ,-.149755501222494, , , , , , , ,-14.9755501222494,0
כוכב יאיר 1,2573,2211,1473,971,969,1579,1509,1273,121300,95200,8700,11500,-.140691799455888,-.0671310956301456,.00206398348813219,.32183908045977,61.3680528565876,66.6214382632293,37.6603186941314,43.9167797376753,-14.0691799455888,1
כוכב השחר,1385,2122,795,422, , , ,805,58700, , ,5900,.532129963898917, , , , ,37.4646559849199, ,19.8868991517436,53.2129963898917,0
כדורי,268,244, , , , , , , , , , ,-.0895522388059702, , , , , , , ,-8.95522388059702,0
כברי,817,1051, , , , , , , , , , ,.28641370869033, , , , , , , ,28.641370869033,0
כאוכב אבו אל-היג'א,2731,3527,1033,488,252,530,1494,2009,66500,48800,4600,6100,.291468326620286,.949056603773585,.936507936507937,.326086956521739,19.4068106920542,29.288347037142,9.22738923471256,13.8361213495889,29.1468326620286,0
כאבול,11933,13854,3553,1410,793,1982,6045,7982,59100,43800,4200,5600,.160982150339395,.79263370332997,.778058007566204,.333333333333333,16.6094024972765,25.646022809297,6.64543702338054,10.1775660459073,16.0982150339395,1
יתד,678,462, , , , , , , , , , ,-.31858407079646, , , , , , , ,-31.858407079646,0
ישרש,812,1010, , , , , , , , , , ,.24384236453202, , , , , , , ,24.384236453202,0
ישעי,581,760, , , , , , , , , , ,.308089500860585, , , , , , , ,30.8089500860585,0
ישע,274,411, , , , , , , , , , ,.5, , , , , , , ,50,0
ירקונה,394,367, , , , , , , , , , ,-.0685279187817259, , , , , , , ,-6.85279187817259,0
ירכא,14538,17002,4106,1210,561,2117,7653,10412,60900,46600,4600,5800,.169486862016784,.939537080774681,1.15686274509804,.260869565217391,14.5618379419452,24.1500999882367,3.85885266198927,7.11680978708387,16.9486862016784,1
ירחיב,727,1086, , , , , , , , , , ,.493810178817056, , , , , , , ,49.3810178817056,0
ירושלים 934,2046,2181,640,358,286,560,1049,1187,63100,52300,4700,5800,.0659824046920821,.142857142857143,.251748251748252,.234042553191489,27.3704789833822,29.3443374598808,13.9784946236559,16.4144887666208,6.59824046920821,1
ירושלים 933,4602,4775,917,464,351,817,2063,2523,53500,42500,4100,5300,.0375923511516731,.122399020807834,.321937321937322,.292682926829268,17.7531508039983,19.2041884816754,7.6271186440678,9.717277486911,3.75923511516731,1
ירושלים 932,6125,6344,1346,656,526,1162,2705,3278,56400,43300,4200,5200,.0357551020408162,.158347676419966,.247148288973384,.238095238095238,18.9714285714286,21.2168978562421,8.58775510204082,10.3404791929382,3.57551020408162,1
ירושלים 931,3012,2997,904,526,438,834,1513,1661,69200,47300,4600,6500,-.0049800796812749,.0839328537170263,.200913242009132,.41304347826087,27.6892430278884,30.1634968301635,14.5418326693227,17.5508842175509,-.49800796812749,1
ירושלים 923,4996,6018,1287,615,387,887,1757,2595,60300,48000,4600,5700,.204563650920737,.450958286358512,.589147286821705,.239130434782609,17.7542033626902,21.3858424725823,7.74619695756605,10.2193419740778,20.4563650920737,1
ירושלים 922,2934,3320,816,330,218,581,1366,1536,51300,40400,4000,4900,.131561008861622,.40447504302926,.513761467889908,.225,19.8023176550784,24.578313253012,7.43012951601909,9.93975903614458,13.1561008861622,1
ירושלים 921,2577,3373,573,263,140,409,1125,1531,54500,43600,4200,5300,.308886301901436,.400977995110025,.878571428571429,.261904761904762,15.8711680248351,16.9878446486807,5.43267365153279,7.79721316335606,30.8886301901436,0
ירושלים 915,5200,6258,624,226,133,480,1914,2686,50800,40200,3800,4800,.203461538461538,.3,.699248120300752,.263157894736842,9.23076923076923,9.9712368168744,2.55769230769231,3.61137743688079,20.3461538461538,1
ירושלים 914,5424,7709,753,280,125,435,2135,3253,53100,36500,3700,5200,.421275811209439,.731034482758621,1.24,.405405405405405,8.01991150442478,9.76780386561162,2.30457227138643,3.63211830328188,42.1275811209439,0
ירושלים 913,2462,2371,375,150,89,317,1244,1252,48100,39400,3800,4700,-.036961819658814,.182965299684543,.685393258426966,.236842105263158,12.8757108042242,15.8161113454239,3.61494719740049,6.32644453816955,-3.6961819658814,1
ירושלים 912,4385,5039,474,140,59,319,1794,2544,46800,42300,4000,4800,.149144811858609,.4858934169279,1.3728813559322,.2,7.27480045610034,9.40662829926573,1.34549600912201,2.7783290335384,14.9144811858609,1
ירושלים 911,3684,3132,399,110,93,380,1741,1734,48200,36000,3600,4600,-.149837133550489,.05,.182795698924731,.277777777777778,10.314875135722,12.7394636015326,2.52442996742671,3.51213282247765,-14.9837133550489,1
ירושלים 864,2657,2603,1665,1178,1036,1621,1420,1199,74300,49300,4800,7500,-.0203236733157697,.0271437384330659,.137065637065637,.5625,61.0086563793752,63.9646561659624,38.9913436206248,45.2554744525547,-2.03236733157697,1
ירושלים 863,2878,3004,1778,1174,1084,1770,1636,1519,71700,53000,5200,6800,.0437804030576789,.00451977401129944,.0830258302583027,.307692307692308,61.501042390549,59.1877496671105,37.6650451702571,39.0812250332889,4.37804030576789,1
ירושלים 862,1312,1434, , , , , , , , , , ,.0929878048780488, , , , , , , ,9.29878048780488,0
ירושלים 861,726,916, , , , , , , , , , ,.261707988980716, , , , , , , ,26.1707988980716,0
ירושלים 858,651,752, , , , , , , , , , ,.155145929339478, , , , , , , ,15.5145929339478,0
ירושלים 857,1093,1080, , , , , , , , , , ,-.0118938700823422, , , , , , , ,-1.18938700823422,0
ירושלים 856,1142,1072, , , , , , , , , , ,-.0612959719789843, , , , , , , ,-6.12959719789843,0
ירושלים 855,1381,1557, , , , , , , , , , ,.127443881245474, , , , , , , ,12.7443881245474,0
ירושלים 854,2081,1814, , ,312,654,1073, , ,46400,4500, ,-.128303700144161, , , ,31.4271984622778, ,14.9927919269582, ,-12.8303700144161,0
ירושלים 853,1334,1750, , , , , , , , , , ,.311844077961019, , , , , , , ,31.1844077961019,0
ירושלים 852,720,720, , , , , , , , , , ,0, , , , , , , ,0,0
ירושלים 851,703,931, , , , , , , , , , ,.324324324324324, , , , , , , ,32.4324324324324,0
ירושלים 847,760,777, , , , , , , , , , ,.0223684210526316, , , , , , , ,2.23684210526316,0
ירושלים 846,1008,1009, , , , , , , , , , ,.000992063492063489, , , , , , , ,.0992063492063489,0
ירושלים 845,1557, , , , , , , , , , , , , , , , , , , , ,0
ירושלים 843,914,837, , , , , , , , , , ,-.0842450765864332, , , , , , , ,-8.42450765864332,0
ירושלים 842,561,806, , , , , , , , , , ,.436720142602496, , , , , , , ,43.6720142602496,0
ירושלים 841,1432,1858, , , , , , , , , , ,.297486033519553, , , , , , , ,29.7486033519553,0
ירושלים 836,3555,4065,423,162,118,361,1714,1794,46800,31000,3400,4800,.143459915611814,.171745152354571,.372881355932203,.411764705882353,10.154711673699,10.4059040590406,3.31926863572433,3.98523985239852,14.3459915611814,1
ירושלים 835,1873,2445,136,41, , , ,1066,41800, , ,4500,.305392418579818, , , , ,5.56237218813906, ,1.67689161554192,30.5392418579818,0
ירושלים 834,3855,4384,471,163,77,306,1601,2076,45700,34400,3400,4600,.137224383916991,.53921568627451,1.11688311688312,.352941176470588,7.93774319066148,10.7436131386861,1.99740596627756,3.71806569343066,13.7224383916991,1
ירושלים 833,1130,1491, , , , , , , , , , ,.319469026548673, , , , , , , ,31.9469026548673,0
ירושלים 832,2619,3737,402,151,98,305,1138,1604,54000,43500,4100,5100,.426880488736159,.318032786885246,.540816326530612,.24390243902439,11.6456662848415,10.7572919454108,3.74188621611302,4.04067433770404,42.6880488736159,0
ירושלים 826,4845,6099,399,111,75,317,2052,2631,43200,29900,3100,4400,.258823529411765,.258675078864353,.48,.419354838709677,6.54282765737874,6.54205607476635,1.54798761609907,1.81997048696508,25.8823529411765,0
ירושלים 825,2584,2842,189,39,25,99,1016,1224,35100,19700,2500,4100,.0998452012383901,.909090909090909,.56,.64,3.8312693498452,6.65024630541872,.96749226006192,1.37227304714989,9.98452012383901,1
ירושלים 824,6751,9231,573,164,102,437,2683,4004,42800,30100,3100,4400,.367352984743001,.311212814645309,.607843137254902,.419354838709677,6.47311509406014,6.20734481637959,1.51088727595912,1.77662225111039,36.7352984743001,0
